1.14646,-7.64306e-05
-0.0,0.0
-0.475342,1.07422e-06
-0.465673,1.61133e-06
-0.452783,1.18163e-06
-0.444726,1.71874e-06
-0.435059,1.61133e-06
-0.422168,2.14844e-06
-0.412499,1.93357e-06
-0.40122,2.36327e-06
-0.391552,2.47068e-06
-0.381885,2.47068e-06
-0.36416,2.47068e-06
-0.36416,3.33007e-06
-0.351269,2.04099e-06
-0.343213,2.79296e-06
-0.335156,2.68555e-06
-0.322265,2.79296e-06
-0.31582,2.47068e-06
-0.302929,2.47068e-06
-0.293262,2.79296e-06
-0.283594,2.90038e-06
-0.273925,3.00779e-06
-0.262646,3.33007e-06
-0.256201,2.90038e-06
-0.244922,3.65232e-06
-0.235254,2.90038e-06
-0.223974,3.22266e-06
-0.214306,3.22266e-06
-0.204638,2.79296e-06
-0.194971,4.08201e-06
-0.18208,2.68555e-06
-0.174023,3.11521e-06
-0.164355,3.33007e-06
-0.153076,3.5449e-06
-0.146631,3.43749e-06
-0.127295,3.11521e-06
-0.125683,3.5449e-06
-0.116015,3.75977e-06
-0.104736,3.33007e-06
-0.095068,3.9746e-06
-0.0725098,2.79296e-06
-0.0789547,3.11521e-06
-0.0563965,3.5449e-06
-0.0580077,3.5449e-06
-0.0499511,3.5449e-06
-0.0386715,3.43749e-06
-0.0306149,3.5449e-06
-0.020947,3.43749e-06
-0.00966787,4.5117e-06
0.00322294,3.65232e-06
0.0128908,3.86718e-06
0.0241699,3.75977e-06
0.0322266,4.29688e-06
0.0354495,5.04881e-06
0.0435061,4.08201e-06
0.0612307,4.40429e-06
0.0741215,5.37109e-06
0.0821781,5.04881e-06
0.091846,6.01562e-06
0.103125,6.55273e-06
0.112793,8.16405e-06
0.12085,9.34569e-06
0.132129,1.05273e-05
0.154687,1.21387e-05
0.143408,1.41797e-05
0.162744,1.82617e-05
0.169189,2.21289e-05
0.178857,2.55664e-05
0.178857,2.94336e-05
0.199805,3.42675e-05
0.211084,3.78125e-05
0.222363,4.14648e-05
0.232031,4.29687e-05
0.240088,4.55468e-05
0.249756,4.51171e-05
0.261035,4.56542e-05
0.270703,4.43652e-05
0.280371,4.23242e-05
0.290039,4.0498e-05
0.299707,3.87793e-05
0.310987,3.70605e-05
0.322266,3.54491e-05
0.330322,3.41601e-05
0.338379,3.22266e-05
0.341602,3.23339e-05
0.360938,3.0293e-05
0.372217,2.93261e-05
0.378662,2.84668e-05
0.386719,2.81445e-05
0.410889,2.80371e-05
0.409277,3.01855e-05
0.420557,2.65332e-05
0.431836,2.59961e-05
0.439893,2.62109e-05
0.449561,2.45996e-05
0.46084,2.44921e-05
0.462451,2.43848e-05
0.478565,2.38476e-05
0.489844,2.41699e-05
0.4979,2.29883e-05
0.50918,2.33105e-05
0.510791,2.22363e-05
0.499512,2.16992e-05
0.489844,2.08398e-05
0.480176,2.0625e-05
0.468896,2.03027e-05
0.459229,1.96582e-05
0.451172,1.89062e-05
0.439893,1.87988e-05
0.430225,1.82617e-05
0.420557,1.86914e-05
0.409277,1.80469e-05
0.391553,1.708e-05
0.386719,1.2998e-05
0.380273,1.76172e-05
0.368994,1.708e-05
0.357715,1.63281e-05
0.349658,1.49316e-05
0.341602,1.64355e-05
0.3271,1.56836e-05
0.319043,1.46094e-05
0.312598,1.40723e-05
0.301319,1.39648e-05
0.290039,1.31055e-05
0.280371,1.22461e-05
0.269092,1.05273e-05
0.261035,1.23535e-05
0.249756,6.55273e-06
0.240088,3.9746e-06
0.23042,9.66772e-07
0.220752,-1.3965e-06
0.212696,-7.08987e-06
0.201416,-9.99025e-06
0.186914,-1.48242e-05
0.180469,-1.84766e-05
0.172412,-2.25586e-05
0.161133,-2.45996e-05
0.148242,-2.59961e-05
0.138575,-2.66406e-05
0.128906,-2.65332e-05
0.125684,-2.50293e-05
0.114405,-2.39551e-05
0.104736,-2.30957e-05
0.091846,-2.12695e-05
0.0805664,-1.93359e-05
0.0725098,-1.83691e-05
0.0612307,-1.68652e-05
0.053174,-1.49316e-05
0.0418949,-1.48242e-05
0.0338383,-1.34277e-05
0.0225587,-1.23535e-05
0.014502,-1.14942e-05
-0.0,-1.06348e-05
-0.0161133,-1.05274e-05
-0.020947,-1.00977e-05
-0.0306149,-8.80861e-06
-0.0386715,-9.88283e-06
-0.0499511,-8.37892e-06
-0.0596189,-8.2715e-06
-0.0708981,-7.51953e-06
-0.0805664,-7.51953e-06
-0.0870113,-6.76759e-06
-0.106348,-6.76759e-06
-0.106348,-6.23048e-06
-0.116015,-6.01565e-06
-0.125683,-5.9082e-06
-0.135351,-5.47854e-06
-0.146631,-5.37109e-06
-0.156299,-5.26368e-06
-0.165967,-4.94143e-06
-0.177246,-4.94143e-06
-0.185303,-4.51174e-06
-0.196582,-4.40432e-06
-0.203027,-4.61915e-06
-0.215918,-4.18946e-06
-0.227197,-4.40432e-06
-0.235254,-3.65235e-06
-0.246533,-3.65235e-06
-0.257813,-3.97463e-06
-0.26748,-3.86721e-06
-0.277148,-3.75977e-06
-0.285205,-3.22266e-06
-0.294873,-3.22266e-06
-0.304541,-3.22266e-06
-0.317431,-3.43752e-06
-0.325488,-3.22266e-06
-0.336767,-2.90041e-06
-0.338378,-2.68555e-06
-0.351269,-2.79299e-06
-0.36416,-2.90041e-06
-0.37705,-3.11524e-06
-0.386719,-2.68555e-06
-0.396386,-2.68555e-06
-0.406054,-3.22266e-06
-0.417334,-3.00782e-06
-0.42539,-2.79299e-06
-0.444726,-2.57813e-06
-0.446338,-2.68555e-06
-0.456005,-2.57813e-06
-0.464062,-2.47072e-06
